,lmda,MSE
0,1.0,0.34325505224370495
1,50.0,0.24200670658188195
2,75.0,0.239728295239538
3,100.0,0.23873574283833948
4,150.0,0.23818130678953942
5,500.0,0.24223059876626696
6,1000.0,0.24856339456819168
7,1500.0,0.253774459837053
8,2000.0,0.2582189138104703
